Bounces_53_only_cells/Cleaned/bounce_10_1.mp4/117_optical.mp4,bounce,10,4,12,16,1,166,156,145,145,171,32,29,34,33,37,30,,
Bounces_53_only_cells/Cleaned/bounce_10_3.mp4/96_optical.mp4,bounce,30,16,4,14,45,110,126,140,163,28,35,38,88,39,0,,,
Bounces_53_only_cells/Cleaned/bounce_10_3.mp4/115_optical.mp4,bounce,9,30,28,135,131,133,135,41,37,41,,,,,,,,
Bounces_53_only_cells/Cleaned/bounce_10_2.mp4/114_optical.mp4,bounce,38,27,23,141,130,131,124,96,41,35,35,36,,,,,,
Bounces_53_only_cells/Cleaned/bounce_10_2.mp4/95_optical.mp4,bounce,24,24,18,24,24,1,132,137,139,117,40,37,37,37,,,,
Bounces_53_only_cells/Cleaned/bounce_6_2.mp4/82_optical.mp4,bounce,60,26,43,42,138,136,137,129,55,46,46,49,50,64,,,,
Bounces_53_only_cells/Cleaned/bounce_6_1.mp4/82_optical.mp4,bounce,10,23,18,0,138,143,143,50,44,43,45,,,,,,,
Bounces_53_only_cells/Cleaned/bounce_6_1.mp4/83_optical.mp4,bounce,30,37,8,145,142,142,44,45,45,,,,,,,,,
Bounces_53_only_cells/Cleaned/bounce_10_4.mp4/98_optical.mp4,bounce,30,99,159,167,48,50,53,57,75,0,0,0,0,60,60,60,,
Bounces_53_only_cells/Cleaned/bounce_10_4.mp4/116_optical.mp4,bounce,10,82,29,173,166,137,147,146,39,39,42,45,66,60,150,146,,
Bounces_53_only_cells/Cleaned/bounce_1_1.mp4/98_optical.mp4,bounce,30,26,25,28,26,10,162,150,167,14,27,36,46,55,72,84,,
Bounces_53_only_cells/Cleaned/bounce_1_1.mp4/99_optical.mp4,bounce,30,15,35,118,151,163,3,37,55,59,67,88,0,0,0,90,,
Bounces_53_only_cells/Cleaned/bounce_1_2.mp4/98_optical.mp4,bounce,23,15,21,26,155,149,150,137,42,41,33,26,,,,,,
Bounces_53_only_cells/Cleaned/bounce_3_1.mp4/122_optical.mp4,bounce,23,41,39,44,13,143,148,147,27,42,41,49,,,,,,
Bounces_53_only_cells/Cleaned/bounce_3_1.mp4/103_optical.mp4,bounce,25,20,18,14,21,144,142,149,13,40,44,,,,,,,
Bounces_53_only_cells/Cleaned/bounce_1_3.mp4/97_optical.mp4,bounce,33,34,19,28,136,135,137,138,174,43,41,40,,,,,,
Bounces_53_only_cells/Cleaned/bounce_7_1.mp4/136_optical.mp4,bounce,8,10,25,165,139,141,139,41,42,45,43,,,,,,,
Bounces_53_only_cells/Cleaned/bounce_7_1.mp4/135_optical.mp4,bounce,13,10,25,21,21,19,20,152,133,138,138,14,36,30,31,,,
Bounces_53_only_cells/Cleaned/bounce_7_2.mp4/135_optical.mp4,bounce,10,30,22,72,5,149,141,133,113,45,43,41,44,,,,,
Bounces_53_only_cells/Cleaned/bounce_7_2.mp4/134_optical.mp4,bounce,10,28,29,45,55,160,152,142,131,79,44,41,39,41,,,,
Bounces_53_only_cells/Cleaned/bounce_1_4.mp4/97_optical.mp4,bounce,8,9,23,24,175,141,146,175,17,32,45,45,,,,,,
Bounces_53_only_cells/Cleaned/bounce_5_1.mp4/103_optical.mp4,bounce,39,39,42,45,141,138,146,154,8,32,44,50,53,,,,,
Bounces_53_only_cells/Cleaned/bounce_9_2.mp4/120_optical.mp4,bounce,30,24,14,6,30,131,165,120,145,154,159,24,54,54,55,,,
Bounces_53_only_cells/Cleaned/bounce_9_2.mp4/139_optical.mp4,bounce,41,23,17,13,58,151,134,144,139,144,40,34,49,52,58,58,,
Bounces_53_only_cells/Cleaned/bounce_9_2.mp4/138_optical.mp4,bounce,15,20,12,17,20,17,2,10,153,150,142,139,138,145,165,38,45,53
Bounces_53_only_cells/Cleaned/bounce_9_3.mp4/159_optical.mp4,bounce,8,17,20,11,21,36,36,127,16,146,150,155,154,39,39,45,49,
Bounces_53_only_cells/Cleaned/bounce_9_3.mp4/141_optical.mp4,bounce,58,59,0,49,70,150,159,144,50,47,39,17,10,6,,,,
Bounces_53_only_cells/Cleaned/bounce_9_7.mp4/138_optical.mp4,bounce,36,16,19,81,65,72,102,127,135,51,43,39,42,55,54,60,60,
Bounces_53_only_cells/Cleaned/bounce_9_6.mp4/139_optical.mp4,bounce,30,47,145,153,153,167,22,33,49,57,,,,,,,,
Bounces_53_only_cells/Cleaned/bounce_9_6.mp4/157_optical.mp4,bounce,23,27,20,35,62,142,142,154,165,26,34,38,,,,,,
Bounces_53_only_cells/Cleaned/bounce_9_6.mp4/138_optical.mp4,bounce,15,8,2,14,8,8,38,38,154,144,155,170,23,29,42,58,,
Bounces_53_only_cells/Cleaned/bounce_9_4.mp4/159_optical.mp4,bounce,8,23,40,31,135,147,163,8,40,58,59,59,,,,,,
Bounces_53_only_cells/Cleaned/bounce_9_4.mp4/140_optical.mp4,bounce,22,49,58,158,156,162,18,45,56,,,,,,,,,
Bounces_53_only_cells/Cleaned/bounce_9_4.mp4/139_optical.mp4,bounce,16,16,13,14,31,52,25,139,149,167,10,13,22,,,,,
Bounces_53_only_cells/Cleaned/bounce_9_4.mp4/158_optical.mp4,bounce,13,20,24,24,41,8,150,150,163,15,38,42,,,,,,
Bounces_53_only_cells/Cleaned/bounce_8_2.mp4/115_optical.mp4,bounce,11,12,17,15,5,119,134,125,60,38,34,26,46,48,36,,,
Bounces_53_only_cells/Cleaned/bounce_8_2.mp4/134_optical.mp4,bounce,15,23,24,141,119,126,124,55,39,35,36,38,,,,,,
Bounces_53_only_cells/Cleaned/bounce_8_3.mp4/115_optical.mp4,bounce,11,12,3,1,17,10,15,21,10,126,130,132,98,43,37,36,43,
Bounces_53_only_cells/Cleaned/bounce_8_3.mp4/134_optical.mp4,bounce,3,25,19,115,124,123,104,43,34,34,39,,,,,,,
Bounces_53_only_cells/Cleaned/bounce_8_1.mp4/114_optical.mp4,bounce,36,20,38,158,131,133,138,133,33,36,37,34,39,,,,,
Bounces_53_only_cells/Cleaned/bounce_8_1.mp4/133_optical.mp4,bounce,34,30,130,131,129,134,139,15,38,36,33,35,,,,,,
Bounces_53_only_cells/Cleaned/bounce_8_4.mp4/135_optical.mp4,bounce,28,36,165,162,139,140,139,141,125,48,44,42,43,43,,,,
